id,Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
2337,Soukaigi,1998.0,SquareSoft,0.0,0.0,0.13,0.01,0.14,100.0,,100.0,PS,Role-Playing,7.609223217267695
2338,Empire Earth III,2007.0,Vivendi Games,0.0,0.03,0.0,0.01,0.04,100.0,,100.0,PC,Strategy,7.096655969182107
2339,Reign of Fire,2002.0,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,100.0,,100.0,PS2,Shooter,6.894275747688262
2340,Dragon Quest Monsters: Joker 2 Professional,2011.0,Square Enix,0.0,0.0,0.62,0.0,0.62,100.0,,100.0,DS,Role-Playing,7.182658808333377
2341,Paws & Claws: Pet Vet 2,2007.0,THQ,0.13,0.0,0.0,0.01,0.14,100.0,,100.0,DS,Simulation,7.104932738345634
2342,Shaun White Snowboarding,2010.0,Ubisoft,0.48,0.26,0.0,0.08,0.82,100.0,,100.0,X360,Sports,7.878877865347192
2343,Minna no Conveni,2010.0,Taito,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,DS,Simulation,7.022554652468624
2344,Wii Play: Motion,2011.0,Nintendo,0.24,0.43,0.18,0.09,0.95,100.0,,100.0,Wii,Misc,7.238354021949997
2345,Imperial Glory,2005.0,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,100.0,,100.0,PC,Strategy,7.054023274615076
2346,Iron & Blood,1996.0,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,100.0,,100.0,PS,Fighting,7.026961154598574
2347,White Knight Chronicles: International Edition,2008.0,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,100.0,,100.0,PS3,Role-Playing,8.374817714689383
2348,Midway Arcade Treasures,2003.0,Midway Games,0.72,0.56,0.0,0.19,1.46,100.0,,100.0,PS2,Misc,7.386
2349,The Sims 3: Generations,2011.0,Electronic Arts,0.4,0.23,0.0,0.0,0.63,100.0,,100.0,PC,Simulation,6.800747446817598
2350,101-in-1 Sports Megamix,2010.0,Nordcurrent,0.08,0.0,0.0,0.01,0.08,100.0,,100.0,DS,Sports,7.092178922982197
2351,Kabu Trader Shun,2007.0,Capcom,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,DS,Action,6.778838823586905
2352,King's Bounty: Armored Princess,2009.0,1C Company,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Role-Playing,7.135815919739086
2353,Ship Simulator Extremes,2010.0,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,100.0,,100.0,PC,Simulation,7.147047521743355
2354,MTV Celebrity Deathmatch,2003.0,Gotham Games,0.37,0.29,0.0,0.1,0.76,100.0,,100.0,PS2,Fighting,7.336703633340848
2355,Dynasty Warriors DS: Fighter's Battle,2007.0,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,100.0,,100.0,DS,Action,6.891853529231578
2356,Banjo-Kazooie: Grunty's Revenge,2003.0,THQ,0.24,0.09,0.0,0.01,0.33,100.0,,100.0,GBA,Platform,6.8131340719678
2357,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011.0,Alchemist,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSP,Adventure,7.163548797985719
2358,The Island of Dr. Frankenstein,2009.0,Storm City Games,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,Wii,Adventure,7.2674321251001475
2359,Breeding Stud 2,1998.0,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS,Sports,6.715786347917179
2360,Nyaruko-San: Nafushigatai Game no You na Mono,2013.0,5pb,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Adventure,7.130335378073236
2361,Sekai no Gohan Shaberu! DS Oryouri Navi,2008.0,Nintendo,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Misc,6.692526806202833
2362,The Last Story,2011.0,Nintendo,0.32,0.13,0.18,0.04,0.68,100.0,,100.0,Wii,Role-Playing,8.173512429938297
2363,"Warhammer 40,000: Fire Warrior",2003.0,THQ,0.08,0.06,0.0,0.02,0.15,100.0,,100.0,PS2,Shooter,7.18853791592511
2364,Leisure Suit Larry: Magna Cum Laude,2004.0,Vivendi Games,0.17,0.13,0.0,0.04,0.34,100.0,,100.0,PS2,Adventure,7.317203239658575
2365,Neverwinter Nights 2: Mask of the Betrayer,2007.0,Atari,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Role-Playing,7.197788928300627
2366,GT64 Championship Edition,1998.0,Ocean,0.08,0.02,0.0,0.0,0.1,100.0,,100.0,N64,Racing,7.309252237114441
2367,Rune Factory: A Fantasy Harvest Moon,2006.0,Rising Star Games,0.37,0.02,0.14,0.03,0.56,100.0,,100.0,DS,Role-Playing,8.032676300560068
2368,Kung-Fu: High Impact,2011.0,Black Bean Games,0.08,0.06,0.0,0.01,0.15,100.0,,100.0,X360,Action,6.848498931525508
2369,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007.0,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04,100.0,,100.0,DS,Racing,7.365573866875512
2370,NBA Jam 2002,2002.0,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,100.0,,100.0,GBA,Sports,7.094972023917926
2371,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,2002.0,Banpresto,0.05,0.02,0.03,0.0,0.1,100.0,,100.0,GBA,Fighting,7.053101628266949
2372,NanoBreaker,2005.0,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,100.0,,100.0,PS2,Action,6.985144664646056
2373,Silent Hill HD Collection,2012.0,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34,100.0,,100.0,PS3,Action,7.129660807358943
2374,Test Drive 4,1997.0,Electronic Arts,0.67,0.46,0.0,0.08,1.21,100.0,,100.0,PS,Racing,8.0000260618943
2375,College Hoops 2K7,2006.0,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,100.0,,100.0,X360,Sports,7.061269694277639
2376,Fashionable Puppy: Oshare na Koinu DS,2007.0,MTO,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,DS,Simulation,6.807175539328523
2377,Graffiti Kingdom,2004.0,505 Games,0.01,0.01,0.0,0.0,0.03,100.0,,100.0,PS2,Role-Playing,7.323130008802247
2378,Lizzie McGuire 2: Lizzie Diaries,2004.0,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,100.0,,100.0,GBA,Action,5.5
2379,Kirby's Epic Yarn,2010.0,Nintendo,1.47,0.09,0.45,0.11,2.12,100.0,,100.0,Wii,Platform,8.477016577630963
2380,Spider-Man 2: Enter: Electro,2001.0,Activision,0.57,0.87,0.02,0.09,1.55,100.0,,100.0,PS,Action,8.0
2381,Monster Hunter X,2015.0,Capcom,0.25,0.19,2.78,0.04,3.26,100.0,,100.0,3DS,Action,7.691430779345818
2382,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008.0,Takara Tomy,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Action,6.886980401251327
2383,uDraw Studio: Instant Artist,2011.0,THQ,0.08,0.09,0.0,0.02,0.19,100.0,,100.0,Wii,Misc,6.815573959901373
2384,Bomberman: Act Zero,2006.0,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,100.0,,100.0,X360,Puzzle,6.66101182916736
2385,Disney Infinity,2013.0,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73,100.0,,100.0,Wii,Action,7.462101222601968
2386,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,2008.0,Takara Tomy,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,DS,Role-Playing,7.410583947663102
2387,Teslagrad,2015.0,Rain Games,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PSV,Platform,7.114913402275704
2388,Trivial Pursuit,2009.0,Electronic Arts,0.21,0.31,0.0,0.07,0.58,100.0,,100.0,Wii,Misc,6.712130127110116
2389,Death Jr.,2005.0,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,100.0,,100.0,PSP,Platform,7.271019356918915
2390,My Secret World by Imagine,2008.0,Ubisoft,0.0,0.2,0.0,0.0,0.2,100.0,,100.0,DS,Misc,6.932875104237882
2391,Geten no Hana,2013.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Misc,6.705222932613171
2392,Boxer's Road,1995.0,New,0.0,0.0,0.33,0.02,0.36,100.0,,100.0,PS,Fighting,7.278551210811486
2393,Saint Seiya: Brave Soldiers,2013.0,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,100.0,,100.0,PS3,Fighting,6.65132282354292
2394,Discovery Kids: Dolphin Discovery,2008.0,505 Games,0.21,0.0,0.0,0.01,0.22,100.0,,100.0,DS,Simulation,7.174955076060495
2395,Pokémon Colosseum,2003.0,Nintendo,1.21,0.57,0.7,0.07,2.54,100.0,,100.0,GC,Role-Playing,7.8
2396,Men of War: Assault Squad,2011.0,1C Company,0.01,0.03,0.0,0.01,0.05,100.0,,100.0,PC,Strategy,7.311453950818669
2397,Demon Attack,1981.0,Imagic,1.99,0.12,0.0,0.02,2.13,100.0,,100.0,2600,Shooter,7.753061550641742
2398,Phantasy Star Online Episode I & II,2002.0,Infogrames,0.23,0.06,0.16,0.01,0.45,100.0,,100.0,GC,Role-Playing,7.974392143994722
2399,Dragon Ball Z: Harukanaru Densetsu (JP sales),2007.0,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,100.0,,100.0,DS,Role-Playing,7.3102290652608515
2400,FIFA Soccer 08,2007.0,Electronic Arts,0.68,0.0,0.0,2.46,3.14,100.0,,100.0,PS2,Sports,8.180945574308968
2401,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",2008.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Misc,6.750770931491466
2402,TouchMaster 3(Others sales),2009.0,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,100.0,,100.0,DS,Puzzle,6.3291601125019925
2403,Pocket Pool,2007.0,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,100.0,,100.0,PSP,Action,7.13030808026956
2404,Front Mission 2,1997.0,SquareSoft,0.0,0.0,0.49,0.03,0.53,100.0,,100.0,PS,Strategy,7.273141282586456
2405,Jirou Akagawa: Majotachi no Nemuri,1995.0,Pack-In-Video,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,SNES,Adventure,7.213003630839452
2406,Shonen Jump's Shaman King: Master of Spirits,2004.0,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,100.0,,100.0,GBA,Role-Playing,7.198181521004732
2407,Medal of Honor: Airborne,2007.0,Electronic Arts,0.25,0.7,0.03,0.25,1.23,100.0,,100.0,PS3,Shooter,7.700503523328623
2408,DefCon 5,1995.0,Psygnosis,0.04,0.03,0.0,0.0,0.07,100.0,,100.0,PS,Shooter,6.947778849716878
2409,Binary Star,2014.0,Idea Factory,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Adventure,6.97872718641474
2410,FIFA: Road to World Cup 98,1997.0,Electronic Arts,0.14,0.09,0.46,0.05,0.73,100.0,,100.0,PS,Sports,7.290336169859886
2411,Exit,2005.0,Ubisoft,0.07,0.0,0.0,0.01,0.08,100.0,,100.0,PSP,Puzzle,6.717137363212491
2412,Guild Wars,2005.0,NCSoft,0.02,0.0,0.0,0.0,0.03,100.0,,100.0,PC,Role-Playing,7.379563055693643
2413,Dance Factory,2006.0,Codemasters,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,PS2,Action,6.881863126730552
2414,Rocksmith,2011.0,Ubisoft,0.52,0.38,0.09,0.17,1.16,100.0,,100.0,PS3,Misc,7.679349920671077
2415,Magical Starsign (JP sales),2006.0,Nintendo,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Role-Playing,7.348925819088452
2416,X-Men: Next Dimension,2002.0,Activision,0.23,0.18,0.0,0.06,0.47,100.0,,100.0,PS2,Fighting,7.206395858121932
2417,Velvet Assassin,2009.0,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,100.0,,100.0,X360,Shooter,7.131511261068193
2418,The Settlers: Rise of an Empire,2007.0,Ubisoft,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PC,Strategy,7.215685883565182
2419,NCAA GameBreaker 2000,1999.0,989 Studios,0.22,0.15,0.0,0.03,0.4,100.0,,100.0,PS,Sports,6.652231768197265
2420,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,2008.0,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Adventure,7.028598297011252
2421,Atlantic Quest,2011.0,Avanquest,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,PC,Puzzle,6.627852219718145
2422,Disciples III: Renaissance,2010.0,Kalypso Media,0.0,0.01,0.0,0.0,0.02,100.0,,100.0,PC,Strategy,7.094919419798679
2423,Gundam Assault Survive,2010.0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,100.0,,100.0,PSP,Action,6.563973330407052
2424,One Piece: Super Grand Battle! X,2014.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,100.0,,100.0,3DS,Fighting,6.711509458547082
2425,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,2012.0,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSV,Action,6.712130507972523
2426,Earthworm Jim 2,2002.0,Vivendi Games,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,GBA,Platform,7.141343867612958
2427,Winning Post 7 2012,2012.0,Ackkstudios,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,PS3,Sports,6.945387379202103
2428,Chocobo no Fushigi Dungeon,1997.0,SquareSoft,0.0,0.0,1.14,0.08,1.22,100.0,,100.0,PS,Role-Playing,8.055042173944392
2429,Hercules: The Legendary Journeys,2000.0,Titus,0.04,0.01,0.0,0.0,0.05,100.0,,100.0,N64,Role-Playing,7.389924691512228
2430,Scooby-Doo! Unmasked,2005.0,THQ,0.12,0.1,0.0,0.03,0.25,100.0,,100.0,PS2,Platform,7.127517534241399
2431,TalkMan,2006.0,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Misc,6.776853153076814
2432,Nicktoons: Freeze Frame Frenzy,2004.0,THQ,0.29,0.11,0.0,0.01,0.4,100.0,,100.0,GBA,Action,6.743783326631574
2433,The ICO & Shadow of the Colossus Collection,2011.0,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35,100.0,,100.0,PS3,Adventure,7.792618103161641
2434,Brooktown High: Senior Year,2007.0,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,100.0,,100.0,PSP,Simulation,6.915455847277094
2435,Maximum Chase,2002.0,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,100.0,,100.0,XB,Racing,7.635407531180567
2436,Medieval II: Total War,2006.0,Sega,0.0,0.08,0.0,0.02,0.09,100.0,,100.0,PC,Strategy,7.070952567833027
2437,Shining Stars,2008.0,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,100.0,,100.0,DS,Action,7.048576657802644
2438,Jimmie Johnson's Anything With an Engine,2011.0,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,100.0,,100.0,X360,Racing,7.341187258737412
2439,Big Strike Bowling,2003.0,Gotham Games,0.23,0.16,0.0,0.03,0.42,100.0,,100.0,PS,Sports,6.636617722511315
2440,Soldier of Fortune: Gold Edition,2001.0,Codemasters,0.27,0.21,0.0,0.07,0.56,100.0,,100.0,PS2,Shooter,6.953095391312829
2441,Rune Factory 3: A Fantasy Harvest Moon,2009.0,Rising Star Games,0.28,0.03,0.1,0.02,0.43,100.0,,100.0,DS,Role-Playing,7.786291744292202
2442,Godzilla Unleashed: Double Smash,2007.0,Atari,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,DS,Action,7.1460597883834085
2443,Memories Off #5: Togireta Film,2009.0,5pb,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Adventure,6.910417079282159
2444,Real Robots Final Attack,1998.0,Banpresto,0.0,0.0,0.07,0.01,0.08,100.0,,100.0,PS,Shooter,7.360673360917756
2445,SNK Arcade Classics Vol. 1,2008.0,Ignition Entertainment,0.09,0.07,0.0,0.02,0.19,100.0,,100.0,PS2,Misc,6.910767812160509
2446,Infinite Space,2009.0,Sega,0.07,0.06,0.07,0.01,0.22,100.0,,100.0,DS,Role-Playing,7.618533641152041
2447,Dream Club Zero Portable,2011.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Simulation,6.98418002926806
2448,Rabbids Party Collection,2010.0,Ubisoft,0.0,0.16,0.0,0.02,0.18,100.0,,100.0,Wii,Misc,6.656527125710338
2449,Jewel Quest Solitaire,2009.0,GSP,0.0,0.14,0.0,0.02,0.15,100.0,,100.0,DS,Puzzle,6.307576800376409
2450,Kabuki Warriors,2001.0,Genki,0.05,0.01,0.0,0.0,0.06,100.0,,100.0,XB,Action,7.1825290058329925
2451,Mega Man Maverick Hunter X,2005.0,Capcom,0.27,0.01,0.0,0.03,0.31,100.0,,100.0,PSP,Platform,7.059958963867542
2452,Men of War: Vietnam,2011.0,Unknown,0.0,0.03,0.0,0.01,0.04,100.0,,100.0,PC,Strategy,7.090053022397728
2453,Return to Castle Wolfenstein: Tides of War,2003.0,Activision,0.49,0.16,0.0,0.02,0.67,100.0,,100.0,XB,Shooter,7.602013494221924
2454,1/2 Summer +,2013.0,Kaga Create,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Adventure,7.078472557011276
2455,NHL Blades of Steel 2000,1999.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,100.0,,100.0,PS,Sports,6.699058022913855
2456,FIFA Soccer World Championship,2000.0,Electronic Arts,0.27,0.21,0.28,0.07,0.83,100.0,,100.0,PS2,Sports,7.3
2457,NHL 17,2016.0,Electronic Arts,0.13,0.04,0.0,0.04,0.2,100.0,,100.0,PS4,Sports,7.069429700689736
2458,WWE SmackDown vs. RAW 2007,2006.0,THQ,1.4,0.88,0.03,0.26,2.58,100.0,,100.0,PS2,Fighting,8.7
2459,Warhawk,2007.0,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,100.0,,100.0,PS3,Simulation,6.8860141884236175
2460,Sonic's Ultimate Genesis Collection,2009.0,Sega,1.34,0.62,0.0,0.31,2.27,100.0,,100.0,PS3,Misc,7.90772502442165
2461,Animal Planet: Vet Collection,2010.0,Activision,0.05,0.0,0.0,0.0,0.05,100.0,,100.0,DS,Simulation,7.096097665312731
2462,Cool Boarders,1996.0,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,100.0,,100.0,PS,Sports,7.201049561892051
2463,WipEout,1995.0,Psygnosis,0.26,0.18,0.0,0.03,0.47,100.0,,100.0,PS,Action,6.846378977463535
2464,Style Book: Cinnamoroll,2006.0,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,DS,Misc,6.668358305531757
2465,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,2013.0,FuRyu,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,3DS,Action,6.635812667512616
2466,HotBrain,2007.0,Midway Games,0.02,0.0,0.0,0.0,0.03,100.0,,100.0,PSP,Puzzle,6.4699437665813
2467,F1 2011,2011.0,Codemasters,0.12,0.75,0.11,0.25,1.22,100.0,,100.0,PS3,Racing,7.825480144543467
2468,Airlock,1981.0,Data Age,0.36,0.02,0.0,0.0,0.39,100.0,,100.0,2600,Action,7.069202354585611
2469,Tecmo Bowl: Kickoff,2008.0,Tecmo Koei,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,DS,Sports,7.074778069288017
2470,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,2007.0,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,PS2,Sports,6.957867243801533
2471,Driving Simulator 2011,2011.0,,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Racing,7.083381365721086
2472,GRID 2,2013.0,Codemasters,0.07,0.23,0.01,0.09,0.39,100.0,,100.0,PS3,Racing,7.183880145995805
2473,NASCAR 98,1996.0,Electronic Arts,1.43,0.05,0.0,0.04,1.52,100.0,,100.0,PS,Racing,7.4
2474,Ikki Tousen: Xross Impact,2010.0,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSP,Action,6.605685328112426
2475,Disgaea 3: Absence of Justice,2008.0,Square Enix,0.32,0.04,0.11,0.04,0.51,100.0,,100.0,PS3,Role-Playing,7.855036987846907
2476,Rock 'N' Roll Adventures,2007.0,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03,100.0,,100.0,Wii,Platform,6.99644324387252
2477,Ridge Racer Revolution,1995.0,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07,100.0,,100.0,PS,Racing,7.2
2478,Totally Spies! 2: Undercover,2006.0,Atari,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,DS,Action,7.097845970060961
2479,The Fight: Lights Out,2010.0,Sony Computer Entertainment,0.29,0.22,0.0,0.09,0.6,100.0,,100.0,PS3,Fighting,7.495361499024885
2480,Pachi-Slot Aruze Oukoku 4,2000.0,Aruze Corp,0.0,0.0,0.49,0.03,0.53,100.0,,100.0,PS,Misc,6.977011001628258
2481,River King: Wonderful Journey,2005.0,505 Games,0.01,0.01,0.0,0.0,0.03,100.0,,100.0,PS2,Sports,7.013634922676848
2482,Fab 5 Soccer,2008.0,Destineer,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,DS,Sports,7.283442486697895
2483,Surf Riders,1999.0,Ubisoft,0.07,0.05,0.0,0.01,0.13,100.0,,100.0,PS,Sports,6.404917347683825
2484,Wonder Pets! Save the Animals!,2008.0,Take-Two Interactive,0.33,0.0,0.0,0.02,0.36,100.0,,100.0,DS,Adventure,7.2716017199991585
2485,The Price is Right,2008.0,Ubisoft,0.77,0.0,0.0,0.06,0.83,100.0,,100.0,Wii,Misc,6.880968161817977
2486,Mortal Kombat vs. DC Universe,2008.0,Midway Games,1.48,0.3,0.0,0.22,2.0,100.0,,100.0,PS3,Fighting,7.990002102799783
2487,Colin McRae Rally 2005,2004.0,Codemasters,0.04,0.01,0.0,0.0,0.05,100.0,,100.0,XB,Racing,7.69606556550067
2488,Sonic Boom: Shattered Crystal,2014.0,Sega,0.17,0.09,0.0,0.03,0.29,100.0,,100.0,3DS,Action,6.984293443315582
2489,Shin Super Robot Taisen,1996.0,Banpresto,0.0,0.0,0.52,0.04,0.55,100.0,,100.0,PS,Role-Playing,7.57848087015684
2490,Saki: Zenkoku-hen,2015.0,Kaga Create,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,PSV,Misc,6.680517867971814
2491,Ultraman Star Chronicles,2013.0,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Strategy,6.833120854736815
2492,Diary Girl,2008.0,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,DS,Misc,6.940390670997774
2493,Monster Rancher 2,1998.0,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,100.0,,100.0,PS,Simulation,8.6
2494,Farming Simulator 2011,2010.0,,0.0,0.13,0.0,0.0,0.13,100.0,,100.0,PC,Simulation,6.802131016107498
2495,Samurai Warriors 2: Xtreme Legends (JP sales),2007.0,Tecmo Koei,0.0,0.0,0.33,0.0,0.33,100.0,,100.0,PS2,Action,6.351935523521632
2496,Impossible Creatures,2002.0,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Strategy,7.094188408254598
2497,Fortune Street,2011.0,Nintendo,0.27,0.04,0.17,0.02,0.5,100.0,,100.0,Wii,Misc,6.916507915925654
2498,Far Cry 2,2008.0,Ubisoft,0.71,0.69,0.02,0.18,1.6,100.0,,100.0,X360,Action,7.74690550673634
2499,Silent Hunter: Wolves of the Pacific,2007.0,Ubisoft,0.0,0.04,0.0,0.01,0.05,100.0,,100.0,PC,Simulation,7.108125162986809
2500,Aquanaut's Holiday,1995.0,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PS,Adventure,7.029169193598408
2501,Mario Golf: World Tour,2014.0,Nintendo,0.15,0.14,0.17,0.03,0.48,100.0,,100.0,3DS,Sports,7.418584803926151
2502,SpongeBob SquigglePants,2011.0,THQ,0.36,0.03,0.0,0.03,0.41,100.0,,100.0,Wii,Misc,6.758681515366289
2503,Tokyo Xanadu,2015.0,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15,100.0,,100.0,PSV,Role-Playing,7.309774685969893
2504,Naruto Shippuden: Ultimate Ninja Storm 3,2013.0,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96,100.0,,100.0,PS3,Fighting,8.095402098658731
2505,F-1 World Grand Prix,1998.0,Video System,0.46,0.96,0.09,0.08,1.6,100.0,,100.0,N64,Racing,7.539
2506,Ivy the Kiwi?,2010.0,Rising Star Games,0.04,0.02,0.0,0.0,0.06,100.0,,100.0,Wii,Puzzle,6.770987764449228
2507,The Settlers 7: Paths to a Kingdom,2010.0,Ubisoft,0.0,0.26,0.0,0.06,0.32,100.0,,100.0,PC,Strategy,6.8453051378928365
2508,Konami Arcade Classics,1999.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,100.0,,100.0,PS,Misc,6.928510579556024
2509,Tomb Raider: The Prophecy,2002.0,Ubisoft,0.1,0.04,0.0,0.0,0.14,100.0,,100.0,GBA,Action,6.8048820367675855
2510,Hi-Octane: The Track Fights Back!,1995.0,Electronic Arts,0.03,0.02,0.0,0.0,0.05,100.0,,100.0,PS,Racing,7.1869412106572295
2511,MLB 2001,2000.0,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89,100.0,,100.0,PS,Sports,7.8
2512,Gradius Collection,2006.0,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,100.0,,100.0,PSP,Shooter,6.898468086242223
2513,Risk / Battleship / Clue,2005.0,Zoo Digital Publishing,0.25,0.09,0.0,0.01,0.34,100.0,,100.0,GBA,Misc,6.721644367395951
2514,Picross 2,1996.0,Nintendo,0.0,0.0,0.35,0.0,0.35,100.0,,100.0,GB,Puzzle,6.2630844760725735
2515,Catherine,2011.0,Deep Silver,0.3,0.15,0.2,0.07,0.72,100.0,,100.0,PS3,Adventure,7.976226798217058
2516,World Poker Tour,2005.0,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,100.0,,100.0,PS2,Misc,6.833515043042785
2517,Two Worlds,2007.0,SouthPeak Games,0.41,0.23,0.0,0.07,0.71,100.0,,100.0,X360,Role-Playing,7.182120068892314
2518,Hokuto no Ken,2007.0,Sega,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,PS2,Fighting,6.507258504369668
2519,Tokimeki Memorial: Girl's Side,2002.0,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,PS2,Adventure,6.6448025543497184
2520,Backyard NFL Football '08,2007.0,Atari,0.03,0.02,0.0,0.01,0.06,100.0,,100.0,PS2,Sports,7.112211586905223
2521,Rollcage,1999.0,Psygnosis,0.12,0.08,0.0,0.01,0.21,100.0,,100.0,PS,Racing,6.875762869082517
2522,Jampack Summer 2001,2001.0,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74,100.0,,100.0,PS2,Misc,6.743250342203112
2523,Metroid Prime Hunters,2006.0,Nintendo,0.58,0.04,0.11,0.06,0.78,100.0,,100.0,DS,Shooter,7.910051481542895
